# x	y	r	id	split_id	s_prob	t
2.0	0.5	0.0	-1.0	0.0	0.0	0.0
0.6708844712134396	0.8711279484943865	0.12366695754575352	1.0	0.0	4461.340736847101	0.0
0.335867175607652	0.8463626639036242	0.12144487693155948	2.0	0.0	4134.259709442608	0.0
0.6362558999543285	0.28896646066005466	0.12415175633636444	3.0	0.0	4534.920565261677	0.0
0.10780170751629611	0.8091461286196603	0.10780170751629611	4.0	0.0	2469.475208488161	0.0
0.37177391367097257	0.19561987726592903	0.12429094104314774	5.0	0.0	4556.193646732182	0.0
0.6860036565997755	0.8768535255008568	0.12379062450329927	1.0	0.0	4480.033956259893	1.0
0.37882459445817485	0.20291902704092898	0.12441523198419087	5.0	0.0	4575.246494291302	1.0
0.6681860865388264	0.2775593698504613	0.1242759080927008	3.0	0.0	4553.89280293772	1.0
0.09667062469661572	0.8106620929993025	0.1079095092238124	4.0	0.0	2480.461545723161	1.0
0.3351482437542458	0.8477070545098371	0.12156632180849102	2.0	0.0	4151.7086449828475	1.0
0.12120954656862244	0.7535838724301112	0.1080174187330362	4.0	0.0	2491.4914543207688	2.0
0.6706551222114503	0.27871438196761084	0.12440018400079349	3.0	0.0	4572.936933189287	2.0
0.3429367604563772	0.8325692047946119	0.12168788813029949	2.0	0.0	4169.224130416094	2.0
0.6813383294697274	0.8766625017751397	0.12391441512780255	1.0	0.0	4498.798091320102	2.0
0.35265529385658295	0.19319675243226336	0.12453964721617504	5.0	0.0	4594.371516531457	2.0
0.7175642617395847	0.8057307836631568	0.12403832954293033	1.0	0.0	4517.6333903938985	3.0
0.12491181144915749	0.7497991151248835	0.10812543615176923	4.0	0.0	2502.565091378849	3.0
0.3429367604563772	0.8503956585304983	0.12180957601842977	2.0	0.0	4186.8063996344	3.0
0.3528874557213715	0.1978023301883671	0.1246641868633912	5.0	0.0	4613.568965987442	3.0
0.6637547554134877	0.26673358122635765	0.12452458418479427	3.0	0.0	4592.053207617335	3.0
0.7161413816592147	0.809316651135126	0.12416236787247324	1.0	0.0	4536.540102669978	4.0
0.6692598631201003	0.27093261614551645	0.12464910876897906	3.0	0.0	4611.241878655688	4.0
0.13452236113992347	0.7602632838912211	0.10823356158792098	4.0	0.0	2513.6826145246514	4.0
0.3546206129905137	0.8401302019508718	0.12193138559444819	2.0	0.0	4204.455687306038	4.0
0.35096135663254685	0.1989197600238896	0.12478885105025458	5.0	0.0	4632.839096029899	4.0
0.7224859716524761	0.8192891274332018	0.12428653024034571	1.0	0.0	4555.51847816219	5.0
0.3660316293472143	0.8440657671370894	0.12205331698004263	2.0	0.0	4222.172228877995	5.0
0.12965198079184842	0.7608865445735207	0.1083417951495089	4.0	0.0	2524.8441819165146	5.0
0.34739157701644785	0.19881859754500256	0.12491363990130483	5.0	0.0	4652.182160867987	5.0
0.6603606826120979	0.27237371333302524	0.12477375787774803	3.0	0.0	4630.503199573694	5.0
0.3466176693364029	0.2295433233811603	0.12503855354120613	5.0	0.0	4671.598415552065	6.0
0.3658375775443316	0.8406447069270937	0.12217537029702265	2.0	0.0	4239.956260578451	6.0
0.7308984700517159	0.8184120773663569	0.12441081677058603	1.0	0.0	4574.568767712169	6.0
0.649649819102445	0.26222122487053684	0.12489853163562575	3.0	0.0	4649.837424478891	6.0
0.12228462342067714	0.7734939619936703	0.1084501369446584	4.0	0.0	2536.0499522455834	6.0
0.6489025226457201	0.27407534333836203	0.12502343016726136	3.0	0.0	4669.2448083197	7.0
0.34456986293580877	0.22676907945472444	0.1251635920947473	5.0	0.0	4691.088115976371	7.0
0.358569393999307	0.8463347059942602	0.12229754566731965	2.0	0.0	4257.808019419297	7.0
0.7364152873913349	0.8167492308597795	0.1245352275873566	1.0	0.0	4593.691222991991	7.0
0.10867554781752245	0.7555349461187729	0.10855858708160304	4.0	0.0	2547.30008473753	7.0
0.12332434564353154	0.7456213724178321	0.10866714566868463	4.0	0.0	2558.5947391542823	8.0
0.730065064223904	0.8217205918160826	0.12465976281494395	1.0	0.0	4612.886096506822	8.0
0.34505565189008564	0.23226630528910142	0.12528875568684206	5.0	0.0	4710.651518881739	8.0
0.6504942804071494	0.25925985419433395	0.1251484535974286	3.0	0.0	4688.725606888094	8.0
0.32618766484679024	0.8600171547144765	0.12241984321298696	2.0	0.0	4275.727743198629	8.0
0.6474876246320886	0.25232745489329816	0.125273602051026	3.0	0.0	4708.280076822303	9.0
0.3435149163974457	0.23743684554449165	0.12541404444252888	5.0	0.0	4730.288881858274	9.0
0.7243756530003164	0.8227155832207397	0.12478442257775889	1.0	0.0	4632.153641597579	9.0
0.33626558129857353	0.8712714089830653	0.12254226305619993	2.0	0.0	4293.715670503265	9.0
0.1227213615244429	0.7695603023706662	0.1087758128143533	4.0	0.0	2569.934075795752	9.0
0.6343598031174406	0.25212081324192	0.125398875653077	3.0	0.0	4727.908475609519	10.0
0.33731949201792205	0.23710498611514824	0.1255394584869714	5.0	0.0	4750.000463348092	10.0
0.7047411350147088	0.8221591688969482	0.12490920700033663	1.0	0.0	4651.494112443603	10.0
0.10395709129127442	0.7763973716832555	0.10888458862716764	4.0	0.0	2581.3182555015737	10.0
0.33784449649864623	0.8723839875311178	0.12266480531925612	2.0	0.0	4311.772040711277	10.0
0.6913606129165886	0.8238101670379789	0.12503411620733695	1.0	0.0	4670.907764065341	11.0
0.34007590862734394	0.2422594393209128	0.12566499794545835	5.0	0.0	4769.786522648018	11.0
0.6426417959233567	0.217212613489562	0.12552427452873008	3.0	0.0	4747.611061588602	11.0
0.09080582162605226	0.7664965513700792	0.10899347321579479	4.0	0.0	2592.747439652848	11.0
0.3466451534886457	0.8725779433281707	0.12278747012457536	2.0	0.0	4329.897093994511	11.0
