# x	y	r	id	split_id	s_prob	t
2.0	0.5	0.0	-1.0	0.0	0.0	0.0
0.5621269804335229	0.48465166413150973	0.12239249935557757	1.0	0.0	4271.716812051828	0.0
0.5638703239806209	0.7479168394498756	0.12180165160477689	2.0	0.0	4185.659926212135	0.0
0.33543796912126306	0.3653197667737241	0.1243690954542887	3.0	0.0	4568.167931910348	0.0
0.8570757746501095	0.15045217562361018	0.12503129896822793	4.0	0.0	4670.469308527754	0.0
0.30651694913320937	0.6348510319526761	0.12588251549350168	5.0	0.0	4804.199032933119	0.0
0.1116452553154656	0.2636560975527632	0.1116452553154656	6.0	0.0	2881.613962045051	0.0
0.3370364002518803	0.36023949652471127	0.12449346454974297	3.0	0.0	4587.2661420586155	1.0
0.557824213523833	0.7757295197039376	0.12192345325638165	2.0	0.0	4203.304844470869	1.0
0.8680571274060209	0.13433511009787735	0.12515633026719614	4.0	0.0	4689.954738461472	1.0
0.5707263623223755	0.48924293863018375	0.12251489185493314	1.0	0.0	4289.689475265446	1.0
0.30511115487966656	0.6311032574272577	0.12600839800899516	5.0	0.0	4824.1897663475775	1.0
0.11479357555332731	0.25396498252638333	0.11175690057078105	6.0	0.0	2894.22481644646	1.0
0.11186865747135183	0.26138673793232237	0.11186865747135183	6.0	0.0	2906.8850760050227	2.0
0.8627580770879613	0.13837697421929773	0.12528148659746333	4.0	0.0	4709.513855949411	2.0
0.30438063483676814	0.6320235681068982	0.12613440640700413	5.0	0.0	4844.255952414203	2.0
0.5709158375488737	0.5042899468857036	0.12263740674678805	1.0	0.0	4307.730527813143	2.0
0.3221359994906419	0.3723732012057614	0.1246179580142927	3.0	0.0	4606.436685614404	2.0
0.5620130599135428	0.7796502248239408	0.12204537670963803	2.0	0.0	4221.017001280842	2.0
0.567693670776254	0.5118492659296979	0.12276004415353482	1.0	0.0	4325.840209689141	3.0
0.8714575169148308	0.1397857262112514	0.1254067680840608	4.0	0.0	4729.146918532308	3.0
0.30909888194161145	0.6494493291529443	0.12626054081341112	5.0	0.0	4864.397854510059	3.0
0.5588170467557111	0.7890613204234515	0.12216742208634765	2.0	0.0	4238.796632819313	3.0
0.11198052612882317	0.2560673542980085	0.11198052612882317	6.0	0.0	2919.5949174304383	3.0
0.3306416763937613	0.3677676140199571	0.12474257597230698	3.0	0.0	4625.679815637872	3.0
0.09980206033777297	0.2488991393490932	0.11209250665495198	6.0	0.0	2932.3545180250535	4.0
0.8702115954281285	0.17275303232907144	0.12553217485214482	4.0	0.0	4748.854184602736	4.0
0.5358024498557195	0.7791656014444953	0.12228958950843398	2.0	0.0	4256.64397604708	4.0
0.31957319093658715	0.35898954448623777	0.12486731854827927	3.0	0.0	4644.995786026713	4.0
0.29693965028276736	0.6430939360540966	0.12638680135422453	5.0	0.0	4884.615736882683	4.0
0.5263276990809094	0.526921635499592	0.12288280419768835	1.0	0.0	4344.0187616834155	4.0
0.5259257233708305	0.5294430254841676	0.12300568700188602	1.0	0.0	4362.266425384229	5.0
0.5838126526444128	0.7857042067595483	0.1224118790979424	2.0	0.0	4274.559268710991	5.0
0.11220459916160691	0.2411094463112222	0.11220459916160691	6.0	0.0	2945.1640556857683	5.0
0.29020483394872704	0.6508226484429153	0.12651318815557874	5.0	0.0	4904.90986465287	5.0
0.3299872596955784	0.3531799080111923	0.12499218586682755	3.0	0.0	4664.384851518818	5.0
0.8714360075222852	0.17651332830717079	0.12565770702699697	4.0	0.0	4768.635913407841	5.0
0.5767493536029699	0.7753375737946342	0.12253429097704033	2.0	0.0	4292.5427493464485	6.0
0.3634983312230248	0.34753652645171934	0.12511717805269437	3.0	0.0	4683.847267694969	6.0
0.8640776245560953	0.16510657153568142	0.12578336473402396	4.0	0.0	4788.492365052056	6.0
0.11236094427607823	0.2428786598653463	0.11231680376076851	6.0	0.0	2958.0237089059524	6.0
0.28502750442567726	0.6427968989179679	0.1266397013437343	5.0	0.0	4925.280503817467	6.0
0.5393156086969023	0.5312666206842616	0.12312869268888789	1.0	0.0	4380.583443180705	6.0
0.10810122063616645	0.24334988783646655	0.11242912056452926	6.0	0.0	2970.9336567773616	7.0
0.5767721821988355	0.7715824869507397	0.12265682526801736	2.0	0.0	4310.594657279943	7.0
0.28030415287349564	0.6384313669481168	0.12676634104507803	5.0	0.0	4945.727921252162	7.0
0.3641837916824223	0.34129058360149095	0.12524229523074706	3.0	0.0	4703.383290981519	7.0
0.8650219492769257	0.1704078728561099	0.12590914809875797	4.0	0.0	4808.423800499839	7.0
0.5447583183884837	0.5133655935629091	0.12325182138157677	1.0	0.0	4398.970058265375	7.0
0.5619720150739688	0.4972363326221873	0.12337507320295833	1.0	0.0	4417.426514636751	8.0
0.2703367989796728	0.6259442243454688	0.12689310738612308	5.0	0.0	4966.252384714293	8.0
0.8655220843515535	0.16917024437687322	0.1260350572468567	4.0	0.0	4828.430481578428	8.0
0.5903456350395101	0.7737805168362882	0.12277948209328536	2.0	0.0	4328.715232631581	8.0
0.33224953169861743	0.36319182070292266	0.1253675375259778	3.0	0.0	4722.993178653113	8.0
0.11532629688236605	0.23700192116424473	0.11254154968509378	6.0	0.0	2983.894078992071	8.0
